name,name:en,place,landuse,population,is_in,source,name:af,name:nr,name:st,name:nso,name:ssw,name:ts,name:tn,name:ve,name:xh,name:zu,osm_id,osm_type
Loopeng,,hamlet,,,,,,,,,,,,,,,4187191402,nodes
Esperanza,,village,,,,,,,,,,,,,,,3966425226,nodes
Potberg,,village,,,,,,,,,,,,,,,2222511137,nodes
Abbotsdale,,village,,,"Western Cape, South Africa",sagns,,,,,,,,,,,262719034,nodes
De Vlei,,isolated_dwelling,,,,,,,,,,,,,,,7203137063,nodes
Soutpanskoppies,,isolated_dwelling,,,,,,,,,,,,,,,7192664791,nodes
Leeukop se Sand,,isolated_dwelling,,,,,,,,,,,,,,,7192664789,nodes
Kwaggaskloof,,hamlet,,,,,,,,,,,,,,,7222827121,nodes
Studtis,,hamlet,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262717610,nodes
Boschrivier,,isolated_dwelling,,,,ngi;bing,,,,,,,,,,,7202868893,nodes
Twee Riviere,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262718075,nodes
Kirkwood,,town,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,164758404,nodes
Kei Road,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262707447,nodes
Adelaide,,town,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262694506,nodes
Bergplaas,,hamlet,,,"Western Cape, South Africa",sagns,,,,,,,,,,,262695109,nodes
Friemersheim,,hamlet,,,"Western Cape, South Africa",,,,,,,,,,,,799575445,nodes
Gouna,,village,,,,,,,,,,,,,,,5323909380,nodes
Sinksabrug,,hamlet,,,"Western Cape, South Africa",,,,,,,,,,,,799835576,nodes
Rheenendal,,hamlet,,,"Western Cape, South Africa",,,,,,,,,,,,670954495,nodes
Farleigh,,hamlet,,,,,,,,,,,,,,,670954629,nodes
Toorberg,,isolated_dwelling,,,,,,,,,,,,,,,7199601995,nodes
Wakkerstroom,,isolated_dwelling,,,,,,,,,,,,,,,7150434002,nodes
Sanddrif,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262722121,nodes
Malan,,village,,,,sagns,,,,,,,,,,,7223344616,nodes
Springkaanspoort,,village,,,,,,,,,,,,,,,1401460048,nodes
Boomplaas,,village,,,,,,,,,,,,,,,1401460173,nodes
Daweni,,village,,,,,,,,,,,,,,,1401476937,nodes
Fort Hook,,village,,,,,,,,,,,,,,,1401477161,nodes
Mkhuzo,,village,,,,,,,,,,,,,,,1401477261,nodes
Blue Downs,,town,,150000,Western Cape; South Africa,sagns,,,,,,,,,,,262719349,nodes
Gouritsmond,,village,,515,"Western Cape, South Africa",sagns,,,,,,,,,,,262720440,nodes
Hani Park,,town,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262720467,nodes
Lilian Ngoyi Village,,town,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262721005,nodes
Ethembeni,,town,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262720112,nodes
Sisonke,,town,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262722181,nodes
Slangrivier,,village,,3011,"Western Cape, South Africa",sagns,,,,,,,,,,,262722187,nodes
Lebanon,,village,,,"Western Cape, South Africa",sagns,,,,,,,,,,,262720948,nodes
Albertinia,,town,,6372,"Western Cape, South Africa",sagns,,,,,,,,,,,262719047,nodes
Kinkelbos,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262707521,nodes
Atamelang,,village,,,,,,,,,,,,,,,4277198600,nodes
Majaneng,,hamlet,,,,,,,,,,,,,,,4990262409,nodes
Driehoek,,village,,,,,,,,,,,,,,,1408265465,nodes
Springbokpan,,village,,,,,,,,,,,,,,,1408265475,nodes
Schoongezicht,,village,,,,,,,,,,,,,,,1408265477,nodes
Nooitgedacht,,village,,,,,,,,,,,,,,,1408295584,nodes
Matile,,village,,,,,,,,,,,,,,,1408265462,nodes
Phitsane Molopo,,village,,1945,,,,,,,,,,,,,2469704466,nodes
Brooksby,,village,,,,,,,,,,,,,,,1408295583,nodes
Gariep,,village,,,,,,,,,,,,,,,5375631601,nodes
Cillie,,village,,1968,"Northern Cape, South Africa",sagns,,,,,,,,,,,262719691,nodes
Rietputs Suid,,hamlet,,,,,,,,,,,,,,,4214162791,nodes
Boomplaas,,isolated_dwelling,,,,,,,,,,,,,,,7170209594,nodes
Flower of Hay,,isolated_dwelling,,,,,,,,,,,,,,,7171803355,nodes
Beeshoek,,town,,,"Northern Cape, South Africa",sagns,,,,,,,,,,,262719151,nodes
Klippunt,,hamlet,,,"Northern Cape, South Africa",sagns,,,,,,,,,,,262720846,nodes
Oranjevallei,,hamlet,,,"Northern Cape, South Africa",sagns,,,,,,,,,,,262721846,nodes
Ouhuisrivier,,isolated_dwelling,,,,ngi;bing,,,,,,,,,,,7202868887,nodes
Rusoord,,isolated_dwelling,,,,,,,,,,,,,,,7171803050,nodes
Ganna-Aar,,isolated_dwelling,,,,,,,,,,,,,,,7171803060,nodes
Annex Goeie Hoop,,isolated_dwelling,,,,,,,,,,,,,,,7171803064,nodes
Kameelpoort,,isolated_dwelling,,,,,,,,,,,,,,,7171803066,nodes
Kromaar,,isolated_dwelling,,,,,,,,,,,,,,,7171803069,nodes
Stormsvlei,,hamlet,,,"Western Cape, South Africa",sagns,,,,,,,,,,,262717595,nodes
Mboleni,,village,,,,,,,,,,,,,,,1395189473,nodes
Sqitini,,village,,,,,,,,,,,,,,,1395189497,nodes
Rayisini,,village,,,,,,,,,,,,,,,1395189501,nodes
Qoboshane,,village,,,,,,,,,,,,,,,1395153483,nodes
Henge,,village,,,,,,,,,,,,,,,1395153553,nodes
Gcina,,village,,,,,,,,,,,,,,,1395153624,nodes
Mrifi,,village,,,,,,,,,,,,,,,1395153668,nodes
Mdeni,,village,,,,,,,,,,,,,,,1395153689,nodes
Modapi,,village,,,,,,,,,,,,,,,1395153709,nodes
Mfiki,,village,,,,,,,,,,,,,,,1395168318,nodes
Drayini,,village,,,,,,,,,,,,,,,1395168375,nodes
Ha-'Mathata,,village,,,,,,,,,,,,,,,3348031665,nodes
Ntaba-Kusuku,,village,,,,,,,,,,,,,,,1395189478,nodes
Ha Malebanye,,village,,,,,,,,,,,,,,,1395176330,nodes
Ha Sankatana,,village,,,,,,,,,,,,,,,1395176376,nodes
Sitoromo,,village,,,,,,,,,,,,,,,1395153469,nodes
Siloromo,,village,,,,,,,,,,,,,,,1395153504,nodes
Mbobo,,village,,,,,,,,,,,,,,,1395189532,nodes
Zwelitsha,,village,,,,,,,,,,,,,,,1395153542,nodes
Uitkoms,,village,,,,,,,,,,,,,,,1632368541,nodes
Carmilrust,,isolated_dwelling,,,,,,,,,,,,,,,7169749906,nodes
Seepfontein,,isolated_dwelling,,,,,,,,,,,,,,,7169750224,nodes
Modderfontein,,isolated_dwelling,,,,,,,,,,,,,,,7169750248,nodes
Sidakaneni,,village,,,,,,,,,,,,,,,1401477841,nodes
Matlakeng,,town,,,,,,,,,,,,,,,1575088615,nodes
Emqheyen,,village,,,,,,,,,,,,,,,1401460098,nodes
Trappan,,village,,,,,,,,,,,,,,,1401460503,nodes
Mfririkini,,village,,,,,,,,,,,,,,,1651230403,nodes
Etshantolo,,village,,,,,,,,,,,,,,,1651230838,nodes
Kwantoyi,,village,,,,,,,,,,,,,,,1650251966,nodes
Munywini,,village,,,,,,,,,,,,,,,1650195433,nodes
MAxeba,,village,,,,,,,,,,,,,,,1408902166,nodes
Meyi,,village,,,,,,,,,,,,,,,1408902167,nodes
Herschel,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262706987,nodes
Cowville,,town,,,,,,,,,,,,,,,1642061469,nodes
Dibinkonzo,,village,,,,,,,,,,,,,,,1408902196,nodes
Entsimekweni,,village,,,,,,,,,,,,,,,1408902271,nodes
Zitetyaneni,,village,,,,,,,,,,,,,,,1408902338,nodes
Zava,,town,,,,,,,,,,,,,,,1642061776,nodes
Mdlokovane,,village,,,,,,,,,,,,,,,3928057677,nodes
Makandini,,village,,,,,,,,,,,,,,,1651230580,nodes
Mahlabatini,,village,,,,,,,,,,,,,,,1408902104,nodes
Flagstaff,,town,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262706265,nodes
Kholumolumo,,village,,,,,,,,,,,,,,,4293622368,nodes
Ngonjaneni,,village,,,"Eastern Cape, South Africa",,,,,,,,,,,,1412514011,nodes
Diboteng,,village,,,"Eastern Cape, South Africa",,,,,,,,,,,,4270361696,nodes
Dikonyeleng,,village,,,"Eastern Cape, South Africa",,,,,,,,,,,,4293622367,nodes
Makanyaneng,,village,,,"Eastern Cape, South Africa",,,,,,,,,,,,1412514012,nodes
Mwaca,,village,,,,,,,,,,,,,,,1424556130,nodes
Nolangeni,,village,,,,,,,,,,,,,,,1424556271,nodes
Midmar,,hamlet,,,,sagns,,,,,,,,,,,262710140,nodes
Schroeders,,village,,,,sagns,,,,,,,,,,,262715858,nodes
Manlatini,,village,,,,,,,,,,,,,,,2177854869,nodes
Tabarulu,,hamlet,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262717653,nodes
Matatiele,,town,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262721278,nodes
Lugada,,hamlet,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262708817,nodes
Lehlakaneng,,hamlet,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262708539,nodes
Emandleni,,village,,,,,,,,,,,,,,,5971959197,nodes
Sani Pass Hotel,,village,,,,,,,,,,,,,,,2776982780,nodes
Sigundwana,,village,,,,,,,,,,,,,,,1462084587,nodes
Sihlaleni,,village,,,,,,,,,,,,,,,1424555948,nodes
Ndumundumu,,village,,,,,,,,,,,,,,,1424556150,nodes
Gudlintaba,,village,,,,,,,,,,,,,,,1424556253,nodes
Golela,,village,,,,,,,,,,,,,,,1424556293,nodes
Thornville,,village,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262717934,nodes
Amber Valley,,hamlet,,,,,,,,,,,,,,,1561826219,nodes
Pirintsho,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262714802,nodes
Zanyeni,,village,,,"Eastern Cape, South Africa",,,,,,,,,,,,1412514018,nodes
Weza,,hamlet,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262718734,nodes
New Stand,,village,,,"Eastern Cape, South Africa",,,,,,,,,,,,1412514024,nodes
Mount Alida,,hamlet,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262712620,nodes
Welgegund,,hamlet,,,,,,,,,,,,,,,2187345647,nodes
Harden Heights,,hamlet,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262706958,nodes
Mokatako,,village,,,,,,,,,,,,,,,2469696211,nodes
Madibogo,,town,,,,,,,,,,,,,,,3404477872,nodes
Hotazel,,village,,,South Africa,,,,,,,,,,,,457011748,nodes
Ga-Huhuwe,,hamlet,,,,,,,,,,,,,,,4189302897,nodes
Ga-Kgoe,,village,,,,,,,,,,,,,,,4189302898,nodes
Moloporivier,,hamlet,,,,,,,,,,,,,,,2471690699,nodes
Dirojaneng,,hamlet,,,,,,,,,,,,,,,4189248780,nodes
Makgori,,hamlet,,,,,,,,,,,,,,,4990259962,nodes
Ga-Sebolao,,hamlet,,,,,,,,,,,,,,,3966425229,nodes
Neira,,hamlet,,,,,,,,,,,,,,,3966425240,nodes
Tigane,,village,,,,,,,,,,,,,,,8814145895,nodes
Ga-Madubu,,village,,,"Northern Cape, South Africa",sagns,,,,,,,,,,,262720212,nodes
Kgokgojane,,village,,,,,,,,,,,,,,,4917556815,nodes
Muiskraal,,village,,,,,,,,,,,,,,,8366930781,nodes
Taung,,village,,,,,,,,,,,,,,,1388678971,nodes
Magogong,,town,,,"North West, South Africa",sagns,,,,,,,,,,,262721083,nodes
Mokgareng,,village,,,,,,,,,,,,,,,1388678729,nodes
Pudimoe,,town,,3078,,,,,,,,,,,,,4755954334,nodes
Reivilo,,town,,,"North West, South Africa",sagns,,,,,,,,,,,262722004,nodes
Jan Kempdorp,,town,,,"Northern Cape, South Africa",sagns,,,,,,,,,,,59953561,nodes
Longaneng,,town,,,"North West, South Africa",sagns,,,,,,,,,,,262721013,nodes
Lavine,,village,,,,,,,,,,,,,,,5396267932,nodes
Thabasikwa,,village,,,,,,,,,,,,,,,1388678988,nodes
Hartswater,,town,,,"Northern Cape, South Africa",sagns,,,,,,,,,,,262720498,nodes
Modutung,,village,,,"North West, South Africa",sagns,,,,,,,,,,,262721415,nodes
Makgori,,town,,,"North West, South Africa",sagns,,,,,,,,,,,262721114,nodes
Siberia,,hamlet,,,,,,,,,,,,,,,4990262464,nodes
Lephalale,,town,,17639,"Limpopo, South Africa",sagns,,,,,,,,,,,262708630,nodes
Meloding,,town,,,"Free State, South Africa",sagns,,,,,,,,,,,262721319,nodes
Woolaways,,village,,,,,,,,,,,,,,,2288082586,nodes
West Rand Garden estates,,village,,,,,,,,,,,,,,,1607237741,nodes
Cahar,,hamlet,,,,,,,,,,,,,,,4187206744,nodes
Wagterskop,,village,,,,,,,,,,,,,,,1607243459,nodes
Ngweding,,village,,,"North West, South Africa",sagns,,,,,,,,,,,262713421,nodes
Thabazimbi,,town,,28847,"Limpopo, South Africa",sagns,,,,,,,,,,,262722262,nodes
Phatsima,,town,,,"North West, South Africa",sagns,,,,,,,,,,,262721919,nodes
Ga-Luka,,town,,,"North West, South Africa",sagns,,,,,,,,,,,262720210,nodes
Ga-Tshefoqe,,village,,,"North West, South Africa",sagns,Vaalboslot,,,,,,,,,,262722336,nodes
Diepkuil,,town,,,,sagns,,,,,,,,,,,262719874,nodes
Mmakau,,village,,,"North West, South Africa",sagns,,,,,,,,,,,262721112,nodes
Elandsrand,,town,,,"North West, South Africa",sagns,,,,,,,,,,,262720010,nodes
Madidi,,town,,,"North West, South Africa",sagns,,,,,,,,,,,262721076,nodes
Mboloko,,town,,,"North West, South Africa",sagns,,,,,,,,,,,262721294,nodes
,,village,,,,,,,,,,,,,,,3150309274,nodes
,,village,,,,,,,,,,,,,,,3147630893,nodes
Logageng,,village,,,"North West, South Africa",sagns,,,,,,,,,,,262708751,nodes
Sutelong,,village,,,,,,,,,,,,,,,917980552,nodes
Lohathla,,village,,,,,,,,,,,,,,,1388364439,nodes
Meyerhof,,town,,,"Free State, South Africa",sagns,,,,,,,,,,,262721324,nodes
Garona Estate,,,residential,,,,,,,,,,,,,,7053818360,nodes
Mabalana,,village,,,,,,,,,,,,,,,1395189485,nodes
Bikizana,,village,,,,,,,,,,,,,,,1395189505,nodes
Dolosini,,village,,,,,,,,,,,,,,,1395189514,nodes
Ntatyana,,village,,,,,,,,,,,,,,,1395189523,nodes
Mpucukweni,,village,,,,,,,,,,,,,,,1395153475,nodes
Monyekeng,,town,,,"Free State, South Africa",sagns,,,,,,,,,,,262721475,nodes
Cacadu,,town,,,"Eastern Cape, South Africa",,,,,,,,,,,,262708430,nodes
Ndenxe,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262713170,nodes
Mavuya,,village,,,,,,,,,,,,,,,4300308451,nodes
Donnybrook,,village,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262705164,nodes
Bottlebrush,,suburb,residential,,,,,,,,,,,,,,4279954138,nodes
Motakaneng,,village,,,,,,,,,,,,,,,1388678629,nodes
Mokasa,,village,,,,,,,,,,,,,,,1388678904,nodes
Lower Majeakgoro,,village,,,,,,,,,,,,,,,1388683773,nodes
Bangalong,,town,,846,"Limpopo, South Africa",sagns,,,,,,,,,,,262719129,nodes
Marnitz,,village,,,,,,,,,,,,,,,5394985251,nodes
Registrasie,,hamlet,,,"Limpopo, South Africa",sagns,,,,,,,,,,,262715247,nodes
Honey,,hamlet,,,"Limpopo, South Africa",sagns,,,,,,,,,,,262707107,nodes
Parr's Halt,,hamlet,,,,,,,,,,,,,,,3231841770,nodes
Limpopodraai,,hamlet,,,,,,,,,,,,,,,5397532196,nodes
Savannah Small Holdings,,village,,,,,,,,,,,,,,,8677784340,nodes
Schoombee,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262715845,nodes
Ha-Molahlehi,,village,,,,,,,,,,,,,,,3348032967,nodes
Modderfontein,,isolated_dwelling,,,,,,,,,,,,,,,4699106389,nodes
Petsana,,town,,,"Free State, South Africa",sagns,,,,,,,,,,,262721914,nodes
Gemsbokvlei,,hamlet,,,,,,,,,,,,,,,4699219394,nodes
Bothasgeluk Agricultural Holdings,,village,,,,,,,,,,,,,,,3529224242,nodes
Holgat,,isolated_dwelling,,,,,,,,,,,,,,,4699184994,nodes
Tavistock,,hamlet,,,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262717667,nodes
Koegasbrug,,hamlet,,,"Northern Cape, South Africa",sagns,,,,,,,,,,,262707733,nodes
Westerberg,,hamlet,,0,"Northern Cape, South Africa",sagns,,,,,,,,,,,262718716,nodes
Krakeelrivier,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262720868,nodes
Coghlan,,village,,,,,,,,,,,,,,,2118558011,nodes
Eastacoombe,,,residential,,,,,,,,,,,,,,7025475998,nodes
Oakhurst,,hamlet,,,"Hout Bay, Western Cape, South Africa",,,,,,,,,,,,451066271,nodes
Hillcrest,,hamlet,,,Hout Bay,,,,,,,,,,,,451066288,nodes
Ruyteplaats Private Mountain Estate,,hamlet,,,"Hout Bay, Western Cape, South Africa",,,,,,,,,,,,451066252,nodes
Pine Haven,,village,,,Western Cape; South Africa,,,,,,,,,,,,1618708099,nodes
Bothastrand,,village,,,"Western Cape, South Africa",sagns,,,,,,,,,,,262719401,nodes
Faerie Knowe,,hamlet,,,,,,,,,,,,,,,2151372130,nodes
Paradise Beach,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262721881,nodes
Hout Bay Heights,,hamlet,,,Hout Bay,,,,,,,,,,,,305136188,nodes
"Scott Hut, Otter Trail",,hamlet,,,,,,,,,,,,,,,2431290742,nodes
Kromriviermond,,hamlet,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262720881,nodes
Eersterivier,,town,,30000,Western Cape; South Africa,sagns,,,,,,,,,,,262719974,nodes
Patryslaagte,,hamlet,,,"Western Cape, South Africa",sagns,,,,,,,,,,,262721899,nodes
Sardinia Baay Golf And Wildlife Estate,,,residential,,,,,,,,,,,,,,5809844158,nodes
Ha Ramohapi,,village,,,,,,,,,,,,,,,1567117400,nodes
De Brug,,village,,,"Free State, South Africa",sagns,,,,,,,,,,,262705008,nodes
Litlhoatšaneng Ha-Lelahla,,village,,,,,,,,,,,,,,,3300524507,nodes
Litlhoatšaneng Ha-Mokhethi,,village,,,,,,,,,,,,,,,3300524506,nodes
Sebokeng,,town,,,"Gauteng, South Africa",sagns,,,,,,,,,,,262722154,nodes
Ha-Topisi,,village,,,,,,,,,,,,,,,3300563354,nodes
Evaton Small Farms,,village,,,,,,,,,,,,,,,1390562062,nodes
Thaba Nchu 16,,town,,,"Free State, South Africa",sagns,,,,,,,,,,,262721993,nodes
Thaba Nchu 6,,town,,,,,,,,,,,,,,,1376552252,nodes
Thaba Nchu 1,,village,,,,,,,,,,,,,,,1376552254,nodes
Thaba Nchu 4,,village,,,,,,,,,,,,,,,1376552255,nodes
Thaba Nchu 13,,village,,,,,,,,,,,,,,,1376552269,nodes
Thaba Nchu 10,,town,,,,,,,,,,,,,,,1376552272,nodes
Selosesha 4,,village,,,,,,,,,,,,,,,1376565405,nodes
Meerhof,,town,,,"North West, South Africa",sagns,,,,,,,,,,,262721314,nodes
Spitskop,,hamlet,,,"Free State, South Africa",sagns,,,,,,,,,,,262716525,nodes
Selosesha 26,,village,,,,,,,,,,,,,,,1375502853,nodes
Selosesha 16,,village,,,,,,,,,,,,,,,1375502876,nodes
Old-Europa,,village,,,,,,,,,,,,,,,1308048444,nodes
Dikgang,,village,,,,,,,,,,,,,,,1376569774,nodes
Selosesha 10,,village,,,"Free State, South Africa",sagns,,,,,,,,,,,262715952,nodes
Selosesha,,town,,,"Free State, South Africa",sagns,,,,,,,,,,,262719507,nodes
Thaba Nchu 19,,town,,,"Free State, South Africa",sagns,,,,,,,,,,,262721500,nodes
Thaba Nchu 21,,town,,,"Free State, South Africa",sagns,,,,,,,,,,,262721994,nodes
Selosesha 2,,village,,,,,,,,,,,,,,,1375502819,nodes
Selosesha 3,,village,,,,,,,,,,,,,,,1375502820,nodes
Selosesha 7,,village,,,,,,,,,,,,,,,1375502838,nodes
Thaba Nchu 18,,village,,,,,,,,,,,,,,,1375502843,nodes
Johandeo AH,,town,,,,,,,,,,,,,,,1391989353,nodes
Grasslands,,village,,,,,,,,,,,,,,,1564804138,nodes
Potsane,,hamlet,,,"Free State, South Africa",sagns,,,,,,,,,,,262715014,nodes
Sandkoppies,,isolated_dwelling,,,,,,,,,,,,,,,7170957783,nodes
Luckhoff,,town,,3699,"Free State, South Africa",sagns,,,,,,,,,,,262721048,nodes
Dutoitsput,,isolated_dwelling,,,,,,,,,,,,,,,7170957781,nodes
Meqheleng,,town,,,,,,,,,,,,,,,1586552060,nodes
Ha-Rantuba,,village,,,,,,,,,,,,,,,3699790545,nodes
Selosesha 8,,village,,,,,,,,,,,,,,,1375502844,nodes
Shaka's Head,,town,,,,,,,,,,,,,,,744986123,nodes
Compensation,,village,,,,,,,,,,,,,,,4043787963,nodes
Ha Simone,,village,,,,,,,,,,,,,,,3010741016,nodes
Christmas Rock,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262704668,nodes
Seavale,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262715874,nodes
Tinley Manor Beach,,village,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262717953,nodes
,,isolated_dwelling,,,,,,,,,,,,,,,3526738150,nodes
Ha Fusi,,village,,,,,,,,,,,,,,,4695569344,nodes
Tsereoane,,village,,,,,,,,,,,,,,,4695569346,nodes
Hamlet,,isolated_dwelling,,,,,,,,,,,,,,,4699106488,nodes
Paddock,,village,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262714479,nodes
Sihlanjeni,,village,,,,,,,,,,,,,,,1210991189,nodes
,,village,,,,,,,,,,,,,,,1210995815,nodes
Kohlo,,village,,,,,,,,,,,,,,,1234073452,nodes
Tombo,,village,,,,,,,,,,,,,,,1232461690,nodes
,,village,,,,,,,,,,,,,,,1211146596,nodes
Mdakeni,,village,,,,,,,,,,,,,,,1462084661,nodes
Mafusini,,village,,,,,,,,,,,,,,,1234073442,nodes
Umtentweni,,village,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262718121,nodes
Nkanini,,village,,,,,,,,,,,,,,,1316933929,nodes
Sigadini,,village,,,,,,,,,,,,,,,1316933933,nodes
Sheshegu,,village,,,,,,,,,,,,,,,1316933934,nodes
Maqhingeni,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262709394,nodes
Shelly Beach,,village,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262716000,nodes
Glenmore Beach,,town,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262720415,nodes
Mount Pleasant,,village,,,,,,,,,,,,,,,1317094010,nodes
Nxotshana,,village,,,"Eastern Cape, South Africa",,,,,,,,,,,,1412514016,nodes
Phuthing,,village,,,"Eastern Cape, South Africa",,,,,,,,,,,,1412514022,nodes
Mgco-tyana,,village,,,"Eastern Cape, South Africa",,,,,,,,,,,,1412514025,nodes
Fletcherville,,village,,,"Eastern Cape, South Africa",,,,,,,,,,,,3686732149,nodes
Emagonyanweni,,village,,,"Eastern Cape, South Africa",,,,,,,,,,,,1412514023,nodes
eNtabeni,,village,,,"Eastern Cape, South Africa",,,,,,,,,,,,1412514010,nodes
Ha-Mothibe,,village,,,,,,,,,,,,,,,3300204481,nodes
Kapa,,village,,,"Eastern Cape, South Africa",,,,,,,,,,,,1412439911,nodes
Ulco,,village,,,"Northern Cape, South Africa",sagns,,,,,,,,,,,262718100,nodes
Barkly West,,town,,,"Northern Cape, South Africa",sagns,,,,,,,,,,,262719133,nodes
Fisherman's Cottages,,hamlet,,,,,,,,,,,,,,,2123819198,nodes
Golden Highway,,town,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262720428,nodes
Bodiam,,village,,,,,,,,,,,,,,,1695085619,nodes
Tulbagh,,town,,8969,"Western Cape, South Africa",sagns,,,,,,,,,,,240366960,nodes
Smousbos,,isolated_dwelling,,,,,,,,,,,,,,,7202869091,nodes
Melkboskraal,,isolated_dwelling,,,,,,,,,,,,,,,7199601992,nodes
Onder-Drinkwaterskloof,,isolated_dwelling,,,,,,,,,,,,,,,7199601993,nodes
Van Wyk,,hamlet,,,,,,,,,,,,,,,4332496700,nodes
East London,East London,city,,267007,"Eastern Cape, South Africa",sagns,Oos-Londen,,,,,,,,eMonti,,30211383,nodes
Bella Vista,,town,,,"Western Cape, South Africa",sagns,,,,,,,,,,,262719212,nodes
Die Wingerd,,isolated_dwelling,,,,,,,,,,,,,,,7160634365,nodes
Skaaprivier,,isolated_dwelling,,,,,,,,,,,,,,,7160640936,nodes
Bothashoek,,hamlet,,,,,,,,,,,,,,,2347953930,nodes
Deelfontein,,isolated_dwelling,,,,,,,,,,,,,,,7150432913,nodes
Dladla,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262705134,nodes
Khuma,,town,,,,,,,,,,,,,,,1371616875,nodes
Goedemoed,,isolated_dwelling,,,,ngi;bing,,,,,,,,,,,7202868890,nodes
Gamkaberg Stables & Campsite,,hamlet,,,,,,,,,,,,,,,2385713285,nodes
Mistkraal,,hamlet,,,,,,,,,,,,,,,914322681,nodes
Bantamsfontein,,isolated_dwelling,,,,,,,,,,,,,,,7192651613,nodes
Slypsteenkop,,isolated_dwelling,,,,,,,,,,,,,,,7202869090,nodes
Laudina,,hamlet,,,,,,,,,,,,,,,4332529037,nodes
Die Berg,,hamlet,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262719855,nodes
Cambria,,village,,,,,,,,,,,,,,,3761562651,nodes
Cabidu,,isolated_dwelling,,,,,,,,,,,,,,,7202869238,nodes
Drie Eike,,isolated_dwelling,,,,ngi;bing,,,,,,,,,,,7202868885,nodes
Wesley,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262718690,nodes
Nohlazana,,town,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262721679,nodes
Waterstone West,,,residential,,,,,,,,,,,,,,441549024,nodes
Oudekraalfontein,,town,,,"Western Cape, South Africa",sagns,,,,,,,,,,,262721862,nodes
Secunda,,city,,40198,"Mpumalanga, South Africa",sagns,,,,,,,,,,,28385456,nodes
Mpuluzi,,village,,,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262713224,nodes
Pullenshope,,village,,,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262706983,nodes
Panbult,,hamlet,,,,,,,,,,,,,,,3417228239,nodes
Lavumisa,,village,,,,,,,,,,,,,,,2276743326,nodes
Arnot,,village,,,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262694844,nodes
Northridge,,isolated_dwelling,,,,,,,,,,,,,,,7160640934,nodes
Kosi Bay Rest Camp,,village,,,,,,,,,,,,,,,2072971825,nodes
Posto Fronteiriço da Ponto do Ouro,,hamlet,,,,,,,,,,,,,,,5492076578,nodes
Fairleigh,,village,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262706176,nodes
Robben Island Village,,village,,,,,,,,,,,,,,,8065213143,nodes
Mpatheni,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262721545,nodes
Ndumo,,village,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262713176,nodes
